"Name Of Restaurant","City","Country Code","Day of Week","Start Time","End Time"
"1-abercrombie-lane-sydney","Sydney","AU","0","0730","1530"
"1-abercrombie-lane-sydney","Sydney","AU","1","0730","1530"
"1-abercrombie-lane-sydney","Sydney","AU","2","0730","1530"
"1-abercrombie-lane-sydney","Sydney","AU","3","0730","1530"
"1-abercrombie-lane-sydney","Sydney","AU","4","0730","1530"
"1-chicken-rice-and-seafood-houston","Houston","US","0","1030","2030"
"1-chicken-rice-and-seafood-houston","Houston","US","1","1030","2030"
"1-chicken-rice-and-seafood-houston","Houston","US","2","1030","2030"
"1-chicken-rice-and-seafood-houston","Houston","US","3","1030","2030"
"1-chicken-rice-and-seafood-houston","Houston","US","4","1030","2030"
"1-chicken-rice-and-seafood-houston","Houston","US","5","1030","2000"
"1-chinese-kitchen-san-jose-2","San Jose","US","0","1100","2100"
"1-chinese-kitchen-san-jose-2","San Jose","US","2","1100","2100"
"1-chinese-kitchen-san-jose-2","San Jose","US","3","1100","2100"
"1-chinese-kitchen-san-jose-2","San Jose","US","4","1100","2100"
"1-chinese-kitchen-san-jose-2","San Jose","US","5","1100","2100"
"1-chinese-kitchen-san-jose-2","San Jose","US","6","1100","2100"
"10-custom-pizzeria-braddon","Braddon","AU","0","1130","1500"
"10-custom-pizzeria-braddon","Braddon","AU","0","1730","0000"
"10-custom-pizzeria-braddon","Braddon","AU","1","1130","1500"
"10-custom-pizzeria-braddon","Braddon","AU","1","1730","0000"
"10-custom-pizzeria-braddon","Braddon","AU","2","1130","1500"
"10-custom-pizzeria-braddon","Braddon","AU","2","1730","0000"
"10-custom-pizzeria-braddon","Braddon","AU","3","1130","1500"
"10-custom-pizzeria-braddon","Braddon","AU","3","1730","0000"
"10-custom-pizzeria-braddon","Braddon","AU","4","1130","1500"
"10-custom-pizzeria-braddon","Braddon","AU","4","1730","0000"
"10-custom-pizzeria-braddon","Braddon","AU","5","1130","1500"
"10-custom-pizzeria-braddon","Braddon","AU","5","1730","0000"
"10-custom-pizzeria-braddon","Braddon","AU","6","1130","1500"
"10-custom-pizzeria-braddon","Braddon","AU","6","1730","0000"
"10-greek-street-london","London","GB","0","1200","2330"
"10-greek-street-london","London","GB","1","1200","2330"
"10-greek-street-london","London","GB","2","1200","2330"
"10-greek-street-london","London","GB","3","1200","2330"
"10-greek-street-london","London","GB","4","1200","2330"
"10-greek-street-london","London","GB","5","1200","2330"
"10-greek-street-london","London","GB","6","1730","2300"
"100-de-agave-denver","Denver","US","0","1100","2200"
"100-de-agave-denver","Denver","US","1","1100","2200"
"100-de-agave-denver","Denver","US","2","1100","2200"
"100-de-agave-denver","Denver","US","3","1100","2200"
"100-de-agave-denver","Denver","US","4","1100","2300"
"100-de-agave-denver","Denver","US","5","1100","2300"
"100-de-agave-denver","Denver","US","6","1100","2200"
"100-hoxton-london","London","GB","1","1100","0000"
"100-hoxton-london","London","GB","2","1100","0000"
"100-hoxton-london","London","GB","3","1100","0000"
"100-hoxton-london","London","GB","4","1100","0000"
"100-hoxton-london","London","GB","5","1100","0000"
"100-hoxton-london","London","GB","6","1100","0000"
"11-inch-pizza-melbourne","Melbourne","AU","0","1100","2130"
"11-inch-pizza-melbourne","Melbourne","AU","1","1100","2130"
"11-inch-pizza-melbourne","Melbourne","AU","2","1100","2130"
"11-inch-pizza-melbourne","Melbourne","AU","3","1100","2130"
"11-inch-pizza-melbourne","Melbourne","AU","4","1100","2130"
"11-inch-pizza-melbourne","Melbourne","AU","5","1630","2130"
"11-inch-pizza-melbourne","Melbourne","AU","6","1630","2130"
"111-by-nico-glasgow-2","Glasgow","GB","1","1200","1430"
"111-by-nico-glasgow-2","Glasgow","GB","1","1700","2200"
"111-by-nico-glasgow-2","Glasgow","GB","2","1200","1430"
"111-by-nico-glasgow-2","Glasgow","GB","2","1700","2200"
"111-by-nico-glasgow-2","Glasgow","GB","3","1200","1430"
"111-by-nico-glasgow-2","Glasgow","GB","3","1700","2200"
"111-by-nico-glasgow-2","Glasgow","GB","4","1200","1430"
"111-by-nico-glasgow-2","Glasgow","GB","4","1700","2200"
"111-by-nico-glasgow-2","Glasgow","GB","5","1200","2200"
"111-by-nico-glasgow-2","Glasgow","GB","6","1200","2100"
"127-bar-and-bistro-brisbane","Brisbane","AU","0","0630","2100"
"127-bar-and-bistro-brisbane","Brisbane","AU","1","0630","2100"
"127-bar-and-bistro-brisbane","Brisbane","AU","2","0630","2100"
"127-bar-and-bistro-brisbane","Brisbane","AU","3","0630","2100"
"127-bar-and-bistro-brisbane","Brisbane","AU","4","0630","2100"
"127-bar-and-bistro-brisbane","Brisbane","AU","5","0700","1100"
"127-bar-and-bistro-brisbane","Brisbane","AU","5","1500","2100"
"127-bar-and-bistro-brisbane","Brisbane","AU","6","0700","1100"
"13-north-grille-phoenix","Phoenix","US","0","1100","2100"
"13-north-grille-phoenix","Phoenix","US","1","1100","2100"
"13-north-grille-phoenix","Phoenix","US","2","1100","2100"
"13-north-grille-phoenix","Phoenix","US","3","1100","2100"
"13-north-grille-phoenix","Phoenix","US","4","1100","2200"
"13-north-grille-phoenix","Phoenix","US","5","0830","2200"
"13-north-grille-phoenix","Phoenix","US","6","0830","2100"
"13th-note-glasgow","Glasgow","GB","0","1200","0000"
"13th-note-glasgow","Glasgow","GB","1","1200","0000"
"13th-note-glasgow","Glasgow","GB","2","1200","0000"
"13th-note-glasgow","Glasgow","GB","3","1200","0000"
"13th-note-glasgow","Glasgow","GB","4","1200","0000"
"13th-note-glasgow","Glasgow","GB","5","1200","0000"
"13th-note-glasgow","Glasgow","GB","6","1200","0000"
"1428-haight-patio-cafe-and-crepery-san-francisco","San Francisco","US","0","0800","2200"
"1428-haight-patio-cafe-and-crepery-san-francisco","San Francisco","US","1","0800","2200"
"1428-haight-patio-cafe-and-crepery-san-francisco","San Francisco","US","2","0800","2200"
"1428-haight-patio-cafe-and-crepery-san-francisco","San Francisco","US","3","0800","2200"
"1428-haight-patio-cafe-and-crepery-san-francisco","San Francisco","US","4","0800","2200"
"1428-haight-patio-cafe-and-crepery-san-francisco","San Francisco","US","5","0800","2200"
"1428-haight-patio-cafe-and-crepery-san-francisco","San Francisco","US","6","0800","2200"
"163-vietnamese-sandwiches-and-bubble-tea-boston","Boston","US","0","0730","1930"
"163-vietnamese-sandwiches-and-bubble-tea-boston","Boston","US","1","0730","1930"
"163-vietnamese-sandwiches-and-bubble-tea-boston","Boston","US","2","0730","1930"
"163-vietnamese-sandwiches-and-bubble-tea-boston","Boston","US","3","0730","1930"
"163-vietnamese-sandwiches-and-bubble-tea-boston","Boston","US","4","0730","1930"
"163-vietnamese-sandwiches-and-bubble-tea-boston","Boston","US","5","0730","1930"
"163-vietnamese-sandwiches-and-bubble-tea-boston","Boston","US","6","0730","1930"
"1760-san-francisco","San Francisco","US","0","1700","2200"
"1760-san-francisco","San Francisco","US","1","1700","2200"
"1760-san-francisco","San Francisco","US","2","1700","2200"
"1760-san-francisco","San Francisco","US","3","1700","2200"
"1760-san-francisco","San Francisco","US","4","1700","2300"
"1760-san-francisco","San Francisco","US","5","1100","1430"
"1760-san-francisco","San Francisco","US","5","1700","2300"
"1760-san-francisco","San Francisco","US","6","1100","1430"
"1760-san-francisco","San Francisco","US","6","1700","2200"
"1806-melbourne","Melbourne","AU","0","1700","0100"
"1806-melbourne","Melbourne","AU","1","1700","0100"
"1806-melbourne","Melbourne","AU","2","1700","0100"
"1806-melbourne","Melbourne","AU","3","1700","0100"
"1806-melbourne","Melbourne","AU","4","1600","0100"
"1806-melbourne","Melbourne","AU","5","1700","0300"
"1806-melbourne","Melbourne","AU","6","1800","0100"
"1907-restaurant-perth","Perth","AU","1","1100","1500"
"1907-restaurant-perth","Perth","AU","1","1800","0000"
"1907-restaurant-perth","Perth","AU","2","1100","1500"
"1907-restaurant-perth","Perth","AU","2","1800","0000"
"1907-restaurant-perth","Perth","AU","3","1100","1500"
"1907-restaurant-perth","Perth","AU","3","1800","0000"
"1907-restaurant-perth","Perth","AU","4","1100","1500"
"1907-restaurant-perth","Perth","AU","4","1800","0000"
"1907-restaurant-perth","Perth","AU","5","1100","1500"
"1907-restaurant-perth","Perth","AU","5","1800","0000"
"1912-dining-bar-sydney","Sydney","AU","0","1600","0000"
"1912-dining-bar-sydney","Sydney","AU","1","1600","0000"
"1912-dining-bar-sydney","Sydney","AU","2","1600","0000"
"1912-dining-bar-sydney","Sydney","AU","3","1600","0000"
"1912-dining-bar-sydney","Sydney","AU","4","1600","0000"
"1912-dining-bar-sydney","Sydney","AU","5","1600","0000"
"1917-american-bistro-detroit","Detroit","US","0","1000","2300"
"1917-american-bistro-detroit","Detroit","US","1","1000","2300"
"1917-american-bistro-detroit","Detroit","US","2","1000","2300"
"1917-american-bistro-detroit","Detroit","US","3","1000","2300"
"1917-american-bistro-detroit","Detroit","US","4","1000","2300"
"1917-american-bistro-detroit","Detroit","US","5","1000","2300"
"1917-american-bistro-detroit","Detroit","US","6","1000","2000"
"2-amys-neapolitan-pizzeria-washington","Washington","US","0","1700","2200"
"2-amys-neapolitan-pizzeria-washington","Washington","US","1","1100","2200"
"2-amys-neapolitan-pizzeria-washington","Washington","US","2","1100","2200"
"2-amys-neapolitan-pizzeria-washington","Washington","US","3","1100","2200"
"2-amys-neapolitan-pizzeria-washington","Washington","US","4","1100","2300"
"2-amys-neapolitan-pizzeria-washington","Washington","US","5","1100","2300"
"2-amys-neapolitan-pizzeria-washington","Washington","US","6","1200","2200"
"20-spot-san-francisco","San Francisco","US","0","1700","0100"
"20-spot-san-francisco","San Francisco","US","1","1700","0100"
"20-spot-san-francisco","San Francisco","US","2","1700","0100"
"20-spot-san-francisco","San Francisco","US","3","1700","0100"
"20-spot-san-francisco","San Francisco","US","4","1700","0100"
"20-spot-san-francisco","San Francisco","US","5","1700","0100"
"204-north-kitchen-and-cocktails-charlotte","Charlotte","US","0","1100","0000"
"204-north-kitchen-and-cocktails-charlotte","Charlotte","US","1","1100","0000"
"204-north-kitchen-and-cocktails-charlotte","Charlotte","US","2","1100","0200"
"204-north-kitchen-and-cocktails-charlotte","Charlotte","US","3","1100","0200"
"204-north-kitchen-and-cocktails-charlotte","Charlotte","US","4","1100","0200"
"204-north-kitchen-and-cocktails-charlotte","Charlotte","US","5","1100","0200"
"204-north-kitchen-and-cocktails-charlotte","Charlotte","US","6","1100","0000"
"20th-street-café-denver-2","Denver","US","1","0630","1430"
"20th-street-café-denver-2","Denver","US","2","0630","1430"
"20th-street-café-denver-2","Denver","US","3","0630","1430"
"20th-street-café-denver-2","Denver","US","4","0630","1430"
"20th-street-café-denver-2","Denver","US","5","0700","1330"
"20th-street-café-denver-2","Denver","US","6","0700","1330"
"21-shanghai-house-new-york-4","New York","US","0","1100","2130"
"21-shanghai-house-new-york-4","New York","US","1","1100","2130"
"21-shanghai-house-new-york-4","New York","US","2","1100","2130"
"21-shanghai-house-new-york-4","New York","US","3","1100","2130"
"21-shanghai-house-new-york-4","New York","US","4","1100","2200"
"21-shanghai-house-new-york-4","New York","US","5","1100","2200"
"21-shanghai-house-new-york-4","New York","US","6","1100","2130"
"24grille-detroit","Detroit","US","0","1100","0000"
"24grille-detroit","Detroit","US","1","1100","0000"
"24grille-detroit","Detroit","US","2","1100","0000"
"24grille-detroit","Detroit","US","3","1100","0000"
"24grille-detroit","Detroit","US","4","1100","0200"
"24grille-detroit","Detroit","US","5","1100","0200"
"24grille-detroit","Detroit","US","6","1100","2200"
"259-cafe-perth","Perth","AU","0","1000","1500"
"259-cafe-perth","Perth","AU","2","1000","1500"
"259-cafe-perth","Perth","AU","3","1000","1500"
"259-cafe-perth","Perth","AU","4","1000","1500"
"259-cafe-perth","Perth","AU","5","0900","1500"
"259-cafe-perth","Perth","AU","6","0900","1500"
"26-grains-london","London","GB","0","0800","1800"
"26-grains-london","London","GB","1","0800","1800"
"26-grains-london","London","GB","2","0800","1800"
"26-grains-london","London","GB","3","0800","1800"
"26-grains-london","London","GB","4","0800","1700"
"26-grains-london","London","GB","5","1000","1600"
"26-grains-london","London","GB","6","1000","1600"
"2nd-city-new-york","New York","US","0","1100","2300"
"2nd-city-new-york","New York","US","1","1100","2300"
"2nd-city-new-york","New York","US","2","1100","2300"
"2nd-city-new-york","New York","US","3","1100","2300"
"2nd-city-new-york","New York","US","4","1100","2300"
"2nd-city-new-york","New York","US","5","1100","2300"
"2nd-city-new-york","New York","US","6","1100","2300"
"3-arts-club-cafe-chicago-2","Chicago","US","0","1000","2000"
"3-arts-club-cafe-chicago-2","Chicago","US","1","1000","2000"
"3-arts-club-cafe-chicago-2","Chicago","US","2","1000","2000"
"3-arts-club-cafe-chicago-2","Chicago","US","3","1000","2000"
"3-arts-club-cafe-chicago-2","Chicago","US","4","1000","2000"
"3-arts-club-cafe-chicago-2","Chicago","US","5","1000","2000"
"3-arts-club-cafe-chicago-2","Chicago","US","6","1100","1800"
"3-bros-kabab-house-houston","Houston","US","0","1100","2200"
"3-bros-kabab-house-houston","Houston","US","1","1100","2200"
"3-bros-kabab-house-houston","Houston","US","2","1100","2200"
"3-bros-kabab-house-houston","Houston","US","3","1100","2200"
"3-bros-kabab-house-houston","Houston","US","4","1400","2200"
"3-bros-kabab-house-houston","Houston","US","5","1100","2200"
"3-bros-kabab-house-houston","Houston","US","6","1100","2200"
"3-greeks-grill-long-island-city-2","Long Island City","US","0","1100","2200"
"3-greeks-grill-long-island-city-2","Long Island City","US","1","1100","2200"
"3-greeks-grill-long-island-city-2","Long Island City","US","2","1100","2200"
"3-greeks-grill-long-island-city-2","Long Island City","US","3","1100","2200"
"3-greeks-grill-long-island-city-2","Long Island City","US","4","1100","2200"
"3-greeks-grill-long-island-city-2","Long Island City","US","5","1100","2200"
"3-greeks-grill-long-island-city-2","Long Island City","US","6","1100","2100"
"3-wise-monkeys-pub-sydney","Sydney","AU","0","1000","0400"
"3-wise-monkeys-pub-sydney","Sydney","AU","1","1000","0400"
"3-wise-monkeys-pub-sydney","Sydney","AU","2","1000","0400"
"3-wise-monkeys-pub-sydney","Sydney","AU","3","1000","0400"
"3-wise-monkeys-pub-sydney","Sydney","AU","4","1000","0500"
"3-wise-monkeys-pub-sydney","Sydney","AU","5","1000","0500"
"3-wise-monkeys-pub-sydney","Sydney","AU","6","1000","0400"
"32-shea-phoenix","Phoenix","US","0","0600","2200"
"32-shea-phoenix","Phoenix","US","1","0600","2200"
"32-shea-phoenix","Phoenix","US","2","0600","2200"
"32-shea-phoenix","Phoenix","US","3","0600","2200"
"32-shea-phoenix","Phoenix","US","4","0600","2200"
"32-shea-phoenix","Phoenix","US","5","0700","2200"
"32-shea-phoenix","Phoenix","US","6","0700","1400"
"360-bar-and-restaurant-sydney","Sydney","AU","0","1200","1430"
"360-bar-and-restaurant-sydney","Sydney","AU","0","1630","2300"
"360-bar-and-restaurant-sydney","Sydney","AU","1","1200","1430"
"360-bar-and-restaurant-sydney","Sydney","AU","1","1630","2300"
"360-bar-and-restaurant-sydney","Sydney","AU","2","1200","1430"
"360-bar-and-restaurant-sydney","Sydney","AU","2","1630","2300"
"360-bar-and-restaurant-sydney","Sydney","AU","3","1200","1430"
"360-bar-and-restaurant-sydney","Sydney","AU","3","1630","2300"
"360-bar-and-restaurant-sydney","Sydney","AU","4","1200","1430"
"360-bar-and-restaurant-sydney","Sydney","AU","4","1630","0000"
"360-bar-and-restaurant-sydney","Sydney","AU","5","1630","0000"
"360-bar-and-restaurant-sydney","Sydney","AU","6","1630","0000"
"38-espresso-kingston","Kingston","AU","0","0700","1500"
"38-espresso-kingston","Kingston","AU","1","0700","1500"
"38-espresso-kingston","Kingston","AU","2","0700","1500"
"38-espresso-kingston","Kingston","AU","3","0700","1500"
"38-espresso-kingston","Kingston","AU","4","0700","1500"
"38-espresso-kingston","Kingston","AU","5","0700","1500"
"38-espresso-kingston","Kingston","AU","6","0800","1500"
"39-pizzeria-melbourne-2","Melbourne","AU","0","1200","1500"
"39-pizzeria-melbourne-2","Melbourne","AU","0","1700","2130"
"39-pizzeria-melbourne-2","Melbourne","AU","1","1200","1500"
"39-pizzeria-melbourne-2","Melbourne","AU","1","1700","2130"
"39-pizzeria-melbourne-2","Melbourne","AU","2","1200","1500"
"39-pizzeria-melbourne-2","Melbourne","AU","2","1700","2130"
"39-pizzeria-melbourne-2","Melbourne","AU","3","1200","1500"
"39-pizzeria-melbourne-2","Melbourne","AU","3","1700","2130"
"39-pizzeria-melbourne-2","Melbourne","AU","4","1200","2200"
"39-pizzeria-melbourne-2","Melbourne","AU","5","1200","2200"
"39-pizzeria-melbourne-2","Melbourne","AU","6","1200","2130"
"3rd-cousin-san-francisco-2","San Francisco","US","1","1730","2200"
"3rd-cousin-san-francisco-2","San Francisco","US","2","1730","2200"
"3rd-cousin-san-francisco-2","San Francisco","US","3","1730","2200"
"3rd-cousin-san-francisco-2","San Francisco","US","4","1730","2200"
"3rd-cousin-san-francisco-2","San Francisco","US","5","1730","2200"
"45-jermyn-st-london","London","GB","0","0700","2330"
"45-jermyn-st-london","London","GB","1","0700","2330"
"45-jermyn-st-london","London","GB","2","0700","2330"
"45-jermyn-st-london","London","GB","3","0700","2330"
"45-jermyn-st-london","London","GB","4","0700","2330"
"45-jermyn-st-london","London","GB","5","0800","2330"
"45-jermyn-st-london","London","GB","6","0800","1800"
"4fourteen-surry-hills","Surry Hills","AU","1","1200","1500"
"4fourteen-surry-hills","Surry Hills","AU","1","1800","0000"
"4fourteen-surry-hills","Surry Hills","AU","2","1200","1500"
"4fourteen-surry-hills","Surry Hills","AU","2","1800","0000"
"4fourteen-surry-hills","Surry Hills","AU","3","1200","1500"
"4fourteen-surry-hills","Surry Hills","AU","3","1800","0000"
"4fourteen-surry-hills","Surry Hills","AU","4","1200","1500"
"4fourteen-surry-hills","Surry Hills","AU","4","1800","0000"
"4fourteen-surry-hills","Surry Hills","AU","5","1200","1500"
"4fourteen-surry-hills","Surry Hills","AU","5","1800","0000"
"4fourteen-surry-hills","Surry Hills","AU","6","1200","1800"
"5-and-dime-bagels-melbourne","Melbourne","AU","0","0700","1430"
"5-and-dime-bagels-melbourne","Melbourne","AU","1","0700","1430"
"5-and-dime-bagels-melbourne","Melbourne","AU","2","0700","1430"
"5-and-dime-bagels-melbourne","Melbourne","AU","3","0700","1430"
"5-and-dime-bagels-melbourne","Melbourne","AU","4","0700","1430"
"5-boroughs-brisbane","Brisbane","AU","0","1100","2100"
"5-boroughs-brisbane","Brisbane","AU","1","1100","2100"
"5-boroughs-brisbane","Brisbane","AU","2","1100","2100"
"5-boroughs-brisbane","Brisbane","AU","3","1100","2100"
"5-boroughs-brisbane","Brisbane","AU","4","1100","2200"
"5-boroughs-brisbane","Brisbane","AU","5","1100","2200"
"5-boroughs-brisbane","Brisbane","AU","6","1100","2100"
"5-rabanitos-restaurante-and-taqueria-chicago","Chicago","US","1","1100","2100"
"5-rabanitos-restaurante-and-taqueria-chicago","Chicago","US","2","1100","2100"
"5-rabanitos-restaurante-and-taqueria-chicago","Chicago","US","3","1100","2100"
"5-rabanitos-restaurante-and-taqueria-chicago","Chicago","US","4","1100","2200"
"5-rabanitos-restaurante-and-taqueria-chicago","Chicago","US","5","0900","2200"
"5-rabanitos-restaurante-and-taqueria-chicago","Chicago","US","6","0900","2100"
"5-spices-house-boston","Boston","US","0","1100","2300"
"5-spices-house-boston","Boston","US","1","1100","2300"
"5-spices-house-boston","Boston","US","2","1100","2300"
"5-spices-house-boston","Boston","US","3","1100","2300"
"5-spices-house-boston","Boston","US","4","1100","0000"
"5-spices-house-boston","Boston","US","5","1100","0000"
"5-spices-house-boston","Boston","US","6","1100","0000"
"5-spot-seattle","Seattle","US","0","0800","2300"
"5-spot-seattle","Seattle","US","1","0800","2300"
"5-spot-seattle","Seattle","US","2","0800","2300"
"5-spot-seattle","Seattle","US","3","0800","2300"
"5-spot-seattle","Seattle","US","4","0800","2300"
"5-spot-seattle","Seattle","US","5","0800","1500"
"5-spot-seattle","Seattle","US","5","1700","0000"
"5-spot-seattle","Seattle","US","6","0800","1500"
"5-spot-seattle","Seattle","US","6","1700","0000"
"500-degrees-new-york-style-pizzeria-charlotte-2","Charlotte","US","0","1100","2100"
"500-degrees-new-york-style-pizzeria-charlotte-2","Charlotte","US","1","1100","2100"
"500-degrees-new-york-style-pizzeria-charlotte-2","Charlotte","US","2","1100","2100"
"500-degrees-new-york-style-pizzeria-charlotte-2","Charlotte","US","3","1100","2100"
"500-degrees-new-york-style-pizzeria-charlotte-2","Charlotte","US","4","1100","2300"
"500-degrees-new-york-style-pizzeria-charlotte-2","Charlotte","US","5","1100","2200"
"50s-diner-omelet-house-las-vegas","Las Vegas","US","0","0700","2100"
"50s-diner-omelet-house-las-vegas","Las Vegas","US","1","0700","2100"
"50s-diner-omelet-house-las-vegas","Las Vegas","US","2","0700","2100"
"50s-diner-omelet-house-las-vegas","Las Vegas","US","3","0700","2100"
"50s-diner-omelet-house-las-vegas","Las Vegas","US","4","0700","2100"
"50s-diner-omelet-house-las-vegas","Las Vegas","US","5","0700","2100"
"50s-diner-omelet-house-las-vegas","Las Vegas","US","6","0700","1500"
"5280-burger-bar-denver","Denver","US","0","1100","2200"
"5280-burger-bar-denver","Denver","US","1","1100","2200"
"5280-burger-bar-denver","Denver","US","2","1100","2200"
"5280-burger-bar-denver","Denver","US","3","1100","2200"
"5280-burger-bar-denver","Denver","US","4","1100","2300"
"5280-burger-bar-denver","Denver","US","5","1100","2300"
"5280-burger-bar-denver","Denver","US","6","1100","2200"
"5280-sliders-denver","Denver","US","0","1500","2200"
"5280-sliders-denver","Denver","US","1","1500","2200"
"5280-sliders-denver","Denver","US","2","1500","2200"
"5280-sliders-denver","Denver","US","3","1500","2200"
"5280-sliders-denver","Denver","US","4","1500","0000"
"5280-sliders-denver","Denver","US","5","1400","0000"
"5280-sliders-denver","Denver","US","6","1400","2200"
"580-bench-melbourne-2","Melbourne","AU","0","0700","1600"
"580-bench-melbourne-2","Melbourne","AU","1","0700","1600"
"580-bench-melbourne-2","Melbourne","AU","2","0700","1600"
"580-bench-melbourne-2","Melbourne","AU","3","0700","1600"
"580-bench-melbourne-2","Melbourne","AU","4","0700","1600"
"5church-charlotte-2","Charlotte","US","0","1100","2200"
"5church-charlotte-2","Charlotte","US","1","1100","2200"
"5church-charlotte-2","Charlotte","US","2","1100","2200"
"5church-charlotte-2","Charlotte","US","3","1100","2300"
"5church-charlotte-2","Charlotte","US","4","1100","0200"
"5church-charlotte-2","Charlotte","US","5","1100","0200"
"5church-charlotte-2","Charlotte","US","6","1000","2200"
"62-rokujuni-sydney","Sydney","AU","0","1100","1500"
"62-rokujuni-sydney","Sydney","AU","0","1800","2100"
"62-rokujuni-sydney","Sydney","AU","1","1100","1500"
"62-rokujuni-sydney","Sydney","AU","1","1800","2100"
"62-rokujuni-sydney","Sydney","AU","2","1100","1500"
"62-rokujuni-sydney","Sydney","AU","2","1800","2100"
"62-rokujuni-sydney","Sydney","AU","3","1100","1500"
"62-rokujuni-sydney","Sydney","AU","3","1800","2100"
"62-rokujuni-sydney","Sydney","AU","4","1100","1500"
"62-rokujuni-sydney","Sydney","AU","4","1800","2100"
"678-korean-bbq-sydney","Sydney","AU","0","1100","0000"
"678-korean-bbq-sydney","Sydney","AU","1","1100","0000"
"678-korean-bbq-sydney","Sydney","AU","2","1100","0000"
"678-korean-bbq-sydney","Sydney","AU","3","1100","0000"
"678-korean-bbq-sydney","Sydney","AU","4","1100","0000"
"678-korean-bbq-sydney","Sydney","AU","5","1100","0000"
"678-korean-bbq-sydney","Sydney","AU","6","1100","0000"
"6th-avenue-eats-seattle","Seattle","US","0","1100","1400"
"6th-avenue-eats-seattle","Seattle","US","1","1100","1400"
"6th-avenue-eats-seattle","Seattle","US","2","1100","1400"
"6th-avenue-eats-seattle","Seattle","US","3","1100","1400"
"6th-avenue-eats-seattle","Seattle","US","4","1100","1400"
"7-leguas-mexican-grille-denver-3","Denver","US","0","1000","2200"
"7-leguas-mexican-grille-denver-3","Denver","US","1","1000","2200"
"7-leguas-mexican-grille-denver-3","Denver","US","2","1000","2200"
"7-leguas-mexican-grille-denver-3","Denver","US","3","1000","2200"
"7-leguas-mexican-grille-denver-3","Denver","US","4","1000","0000"
"7-leguas-mexican-grille-denver-3","Denver","US","5","1000","0000"
"7-leguas-mexican-grille-denver-3","Denver","US","6","0900","2200"
"7-leguas-mexican-grille-denver-4","Denver","US","0","1000","2200"
"7-leguas-mexican-grille-denver-4","Denver","US","1","1000","2200"
"7-leguas-mexican-grille-denver-4","Denver","US","2","1000","2200"
"7-leguas-mexican-grille-denver-4","Denver","US","3","1000","2200"
"7-leguas-mexican-grille-denver-4","Denver","US","4","1000","0200"
"7-leguas-mexican-grille-denver-4","Denver","US","5","0900","0200"
"7-leguas-mexican-grille-denver-4","Denver","US","6","0900","2200"
"75-on-liberty-wharf-boston","Boston","US","0","1130","0000"
"75-on-liberty-wharf-boston","Boston","US","1","1130","0000"
"75-on-liberty-wharf-boston","Boston","US","2","1130","0000"
"75-on-liberty-wharf-boston","Boston","US","3","1130","0000"
"75-on-liberty-wharf-boston","Boston","US","4","1130","0200"
"75-on-liberty-wharf-boston","Boston","US","5","1030","0200"
"75-on-liberty-wharf-boston","Boston","US","6","1000","0000"
"7th-and-bake-patisserie-cafe-canberra","Canberra","AU","0","0630","1600"
"7th-and-bake-patisserie-cafe-canberra","Canberra","AU","1","0630","1600"
"7th-and-bake-patisserie-cafe-canberra","Canberra","AU","2","0630","1600"
"7th-and-bake-patisserie-cafe-canberra","Canberra","AU","3","0630","1600"
"7th-and-bake-patisserie-cafe-canberra","Canberra","AU","4","0630","1600"
"7th-and-bake-patisserie-cafe-canberra","Canberra","AU","5","0730","1700"
"7th-and-bake-patisserie-cafe-canberra","Canberra","AU","6","0730","1700"
"7th-district-charlotte","Charlotte","US","0","1600","2300"
"7th-district-charlotte","Charlotte","US","1","1600","2300"
"7th-district-charlotte","Charlotte","US","2","1600","2300"
"7th-district-charlotte","Charlotte","US","3","1600","2300"
"7th-district-charlotte","Charlotte","US","4","1600","0200"
"7th-district-charlotte","Charlotte","US","5","1400","0200"
"7th-district-charlotte","Charlotte","US","6","1100","1600"
"8-hoxton-square-london","London","GB","0","1200","2300"
"8-hoxton-square-london","London","GB","1","1200","2300"
"8-hoxton-square-london","London","GB","2","1200","2300"
"8-hoxton-square-london","London","GB","3","1200","2300"
"8-hoxton-square-london","London","GB","4","1200","2300"
"8-hoxton-square-london","London","GB","5","1000","2300"
"8-hoxton-square-london","London","GB","6","1000","1700"
"800-degrees-las-vegas-2","Las Vegas","US","0","1100","0200"
"800-degrees-las-vegas-2","Las Vegas","US","1","1100","0200"
"800-degrees-las-vegas-2","Las Vegas","US","2","1100","0200"
"800-degrees-las-vegas-2","Las Vegas","US","3","1100","0200"
"800-degrees-las-vegas-2","Las Vegas","US","4","1100","0200"
"800-degrees-las-vegas-2","Las Vegas","US","5","1100","0200"
"800-degrees-las-vegas-2","Las Vegas","US","6","1100","0200"
"888-chinese-restaurant-houston-2","Houston","US","0","1000","2300"
"888-chinese-restaurant-houston-2","Houston","US","1","1000","2300"
"888-chinese-restaurant-houston-2","Houston","US","2","1000","2300"
"888-chinese-restaurant-houston-2","Houston","US","3","1000","2300"
"888-chinese-restaurant-houston-2","Houston","US","4","1000","2300"
"888-chinese-restaurant-houston-2","Houston","US","5","1100","0000"
"888-chinese-restaurant-houston-2","Houston","US","6","1100","0000"
"8bit-melbourne","Melbourne","AU","0","1100","2300"
"8bit-melbourne","Melbourne","AU","1","1100","2300"
"8bit-melbourne","Melbourne","AU","2","1100","2300"
"8bit-melbourne","Melbourne","AU","3","1100","2300"
"8bit-melbourne","Melbourne","AU","4","1100","2300"
